iter	Logloss
284	0.4595875992
285	0.4595634169
286	0.458575624
287	0.4583129676
288	0.4583045255
289	0.4581657468
290	0.4581474512
291	0.4579541399
292	0.4578357508
293	0.4576501992
294	0.4575000529
295	0.4574761691
296	0.4572932586
297	0.4571486526
298	0.4565088086
299	0.4564019241
300	0.4561890568
301	0.4557657177
302	0.4554807113
303	0.4553332943
304	0.4551099778
305	0.4547806833
306	0.4547034807
307	0.4541520406
308	0.4535234434
309	0.4531432367
310	0.4522993084
311	0.4521115457
312	0.4519116954
313	0.4515767903
314	0.4512757539
315	0.4510927144
316	0.4508646396
317	0.4507483692
318	0.4503540302
319	0.4497011864
320	0.4491572626
321	0.4486266922
322	0.4486206088
323	0.4485571149
324	0.4484670909
325	0.4482648244
326	0.4480499913
327	0.4479222498
328	0.4477046386
329	0.4474321399
330	0.4469241816
331	0.4465573291
332	0.4464614583
333	0.4464275019
334	0.4461156914
335	0.4460593548
336	0.4459749665
337	0.4454426153
338	0.4452602724
339	0.4450051914
340	0.4449408372
341	0.4449350594
342	0.4446483822
343	0.4444404974
344	0.4439726043
345	0.4434499685
346	0.4434338297
347	0.4432506123
348	0.4431597541
349	0.443011452
350	0.442433068
351	0.4423455502
352	0.4421629768
353	0.4419633074
354	0.4416532619
355	0.441500991
356	0.4414485969
357	0.4411932812
358	0.4411847063
359	0.4410625505
360	0.4407717594
361	0.4407368079
362	0.4407325654
363	0.4406120059
364	0.4401814358
365	0.440135483
366	0.4400514883
367	0.4395591242
368	0.4394581678
369	0.4393469324
370	0.4391230247
371	0.4388907444
372	0.4384236749
373	0.437918585
374	0.4372054715
375	0.437154743
376	0.4371125394
377	0.436966543
378	0.4367941146
379	0.436627353
380	0.43659209
381	0.4364421678
382	0.4362367768
383	0.4358838124
384	0.4357091616
385	0.4350563924
386	0.4348918871
387	0.4347757125
388	0.4346369711
389	0.434311541
390	0.4338732522
391	0.4337332564
392	0.4335208111
393	0.4334887409
394	0.4333293492
395	0.4331965014
396	0.4331368474
397	0.4330008453
398	0.4327208379
399	0.4325570917
400	0.432546919
401	0.4323298493
402	0.4320359319
403	0.4318524917
404	0.4317451838
405	0.431389887
406	0.4310983443
407	0.4306833313
408	0.4306419338
409	0.4306095652
410	0.430567801
411	0.4299885798
412	0.4296903663
413	0.4294419865
414	0.428997279
415	0.4285926647
416	0.4285049991
417	0.4284615361
418	0.4283155011
419	0.4282638976
420	0.4281454935
421	0.4280233306
422	0.4279067719
423	0.4277907046
424	0.4275575114
425	0.4274008051
426	0.4273754039
427	0.4272468709
428	0.427195891
429	0.4270339472
430	0.4270096958
431	0.4269794946
432	0.4268920805
433	0.4268748868
434	0.4267407928
435	0.4267406549
436	0.4267117025
437	0.4264116098
438	0.4261163504
439	0.4260520612
440	0.4259476881
441	0.4256239263
442	0.425003597
443	0.4245099229
444	0.4244320143
445	0.4243832295
446	0.4240928899
447	0.423645617
448	0.423110402
449	0.4230613233
450	0.4228794807
451	0.422667985
452	0.422665427
453	0.4221195731
454	0.421875187
455	0.421774893
456	0.4215651053
457	0.4212175346
458	0.4211176784
459	0.4210184094
460	0.4208016338
461	0.4205621246
462	0.420503645
463	0.4204720909
464	0.4201441827
465	0.4201426877
466	0.420099488
467	0.4200266439
468	0.4199837157
469	0.4198573446
470	0.4195639862
471	0.4194750115
472	0.4194396374
473	0.4194032349
474	0.4193691085
475	0.4192053662
476	0.4189311714
477	0.4187516859
478	0.4182628778
479	0.4179817275
480	0.4176978944
481	0.4176410233
482	0.4176007088
483	0.4174853559
484	0.4172878827
485	0.4169502961
486	0.4168144836
487	0.4166564867
488	0.4165366121
489	0.4163085945
490	0.4159676488
491	0.4158410142
492	0.4158317423
493	0.415621026
494	0.4155787232
495	0.4155422775
496	0.4152725606
497	0.4151705043
498	0.4149871582
499	0.414803403
500	0.4147806489
501	0.4146140778
502	0.41454769
503	0.4143136604
504	0.4141078235
505	0.413900613
506	0.4135991042
507	0.4134203042
508	0.4133183617
509	0.4132553753
510	0.4128927391
511	0.4127269321
512	0.4127005749
513	0.4125843316
514	0.4124138634
515	0.4122892816
516	0.4121905231
517	0.4121287569
518	0.4121206057
519	0.4120622122
520	0.4120053001
521	0.4119095535
522	0.4118328221
523	0.4118034865
524	0.4117236382
525	0.4117225338
526	0.4117096183
527	0.4115813545
528	0.4114793392
529	0.4114301112
530	0.4113523465
531	0.4113239397
532	0.4112819384
533	0.4107640196
534	0.4106303411
535	0.4101747629
536	0.4098391331
537	0.4097237627
538	0.4097126512
539	0.4096059344
540	0.4094267749
541	0.4092575381
542	0.4090495633
543	0.4088749335
544	0.4087982861
545	0.4087446453
546	0.4086077782
547	0.4084245645
548	0.4082101674
549	0.4081984046
550	0.4080852787
551	0.4078834883
552	0.4077671602
553	0.4075967942
554	0.407454017
555	0.4074103069
556	0.4073893647
557	0.4073421813
558	0.4073066275
559	0.4073013921
560	0.4071562945
561	0.4069672287
562	0.4069205717
563	0.4067548933
564	0.4065334015
565	0.4065128609
566	0.4063747559
567	0.4062317171
568	0.4058783903
569	0.4058594939
570	0.4055566062
571	0.4053987404
572	0.4053482493
573	0.4052002082
574	0.4051534756
575	0.4049677099
576	0.4046793404
577	0.4042917582
578	0.4039372476
579	0.4039311504
580	0.4038836958
581	0.4035075027
582	0.4034587963
583	0.4033473633
584	0.4033166196
585	0.4031020345
586	0.4030758358
587	0.4026890705
588	0.4025737725
589	0.4025618248
590	0.4023319448
591	0.4022642547
592	0.4021167848
593	0.4020762743
594	0.4020572711
595	0.4020416405
596	0.4019749212
597	0.4019115745
598	0.4017678412
599	0.4017641067
600	0.4017159735
601	0.4016917824
602	0.4014755391
603	0.4013676975
604	0.4011485375
605	0.4010879818
606	0.4010792245
607	0.4010514405
608	0.4010301047
609	0.4009437298
610	0.4007641853
611	0.4007175052
612	0.4006335152
613	0.4005872723
614	0.4005634328
615	0.4003726172
616	0.4002483356
617	0.4002122904
618	0.400194791
619	0.4001892216
620	0.4000560126
621	0.3999111951
622	0.3998299284
623	0.3996078275
624	0.3993658655
625	0.3991084062
626	0.3990481692
627	0.3989715137
628	0.39854636
629	0.3985376195
630	0.3984862113
631	0.3983443744
632	0.3981003385
633	0.3979508911
634	0.3978482556
635	0.3978042873
636	0.3973728956
637	0.3971827729
638	0.396976142
639	0.3967658621
640	0.3966170838
641	0.396300975
642	0.3961090508
643	0.395896867
644	0.3957108405
645	0.3955071685
646	0.3951916578
647	0.3951758713
648	0.3951368508
649	0.395077695
650	0.3949858956
651	0.3949733293
652	0.3947816716
653	0.3946470703
654	0.3946030556
655	0.3942452426
656	0.3941932582
657	0.3940622777
658	0.3940027116
659	0.3938696723
660	0.3937927091
661	0.3935713864
662	0.3935032981
663	0.3932974614
664	0.3927743695
665	0.3926952691
666	0.3926302976
667	0.3925522968
668	0.3923934655
669	0.3923323086
670	0.3920145101
671	0.3919350296
672	0.3918541115
673	0.3917669634
674	0.3917306334
675	0.3915973114
676	0.3912415302
677	0.3908858488
678	0.3908405673
679	0.3907951405
680	0.3906960523
681	0.3903941321
682	0.3902979969
683	0.3902452686
684	0.3902157313
685	0.3901087228
686	0.3900843825
687	0.3900105617
688	0.3896971924
689	0.389422295
690	0.3893966856
691	0.3893719056
692	0.3893642258
693	0.3893381183
694	0.38906583
695	0.3890262053
696	0.3887850305
697	0.3887321881
698	0.3887142079
699	0.3882735031
700	0.3882446431
701	0.388165516
702	0.3879951439
703	0.3879410099
704	0.3878630097
705	0.387571857
706	0.3875231287
707	0.3873566849
708	0.3871271351
709	0.3870762707
710	0.3869975572
711	0.3869817578
712	0.3869226854
713	0.386901648
714	0.38686928
715	0.386810368
716	0.3867261766
717	0.3866133957
718	0.3865583799
719	0.3863702511
720	0.3862755452
721	0.3861773357
722	0.3860970703
723	0.3860241521
724	0.385920215
725	0.3858368898
726	0.3857609368
727	0.3856024754
728	0.385185179
729	0.3849804819
730	0.3848597516
731	0.3847824852
732	0.3844456405
733	0.3841411817
734	0.3840400281
735	0.38383515
736	0.3838194642
737	0.3837917431
738	0.3835407543
739	0.383497642
740	0.383135375
741	0.3831156888
742	0.38281027
743	0.3827577662
744	0.382712149
745	0.3825420226
746	0.3823863079
747	0.3823216098
748	0.3822775424
749	0.3821037604
750	0.3819497599
751	0.3818831925
752	0.381823001
753	0.3815781975
754	0.3813663243
755	0.3812942544
756	0.3810789492
757	0.3809801427
758	0.3809345997
759	0.3809176878
760	0.380642519
761	0.3804536839
762	0.380266245
763	0.380137559
764	0.3800338308
765	0.3797367403
766	0.3796560134
767	0.3794711025
768	0.3794248105
769	0.3792830606
770	0.3790869021
771	0.3790307994
772	0.3787535039
773	0.3787172114
774	0.3785463957
775	0.3784846827
776	0.3783777292
777	0.3783271925
778	0.3782675121
779	0.3781362348
780	0.3779377593
781	0.3779264752
782	0.3778077412
783	0.3777005584
784	0.377659282
785	0.3773718565
786	0.3773227731
787	0.3772446922
788	0.3772273312
789	0.3771549593
790	0.3770188122
791	0.3767837153
792	0.3767398787
793	0.3767112744
794	0.3766490069
795	0.3764670991
796	0.3763391005
797	0.3760369138
798	0.3757374316
799	0.3757095883
800	0.37560746
801	0.3755238721
802	0.3754181663
803	0.3750425781
804	0.3749944301
805	0.3749672809
806	0.3748950912
807	0.3748644424
808	0.374844056
809	0.3745835911
810	0.3745048403
811	0.3744828679
812	0.3744319641
813	0.3743254405
814	0.3741819571
815	0.3739699671
816	0.3737741522
817	0.3737368223
818	0.373542495
819	0.3735184063
820	0.3731404694
821	0.3729744767
822	0.3728954972
823	0.3727809902
824	0.372631137
825	0.3725411377
826	0.3724460845
827	0.3723388426
828	0.3722123502
829	0.3718429745
830	0.371805652
831	0.3717481455
832	0.3715122071
833	0.3714826823
834	0.3712934954
835	0.3712571761
836	0.3711170452
837	0.3710490851
838	0.3710095822
839	0.3709193304
840	0.3709106125
841	0.370876414
842	0.3707629113
843	0.3706583056
844	0.3704700918
845	0.3702853055
846	0.3701713699
847	0.3701057349
848	0.3699723195
849	0.3699421999
850	0.3697702371
851	0.3694831301
852	0.3693042222
853	0.3692485808
854	0.3690796586
855	0.3688316864
856	0.3686790191
857	0.3685627014
858	0.3685373795
859	0.368507093
860	0.3684291658
861	0.3683001084
862	0.3682441621
863	0.3680344816
864	0.3678445834
865	0.3677414861
866	0.3677285264
867	0.3675902579
868	0.3675746095
869	0.3675172527
870	0.3674419123
871	0.3672642701
872	0.3672286723
873	0.3671412201
874	0.3670036281
875	0.3668083725
876	0.3667266046
877	0.3667228998
878	0.366699508
879	0.3664622826
880	0.3664370201
881	0.3663801628
882	0.366293677
883	0.366225495
884	0.3660303542
885	0.3659409663
886	0.365905132
887	0.3658871882
888	0.3656675869
889	0.3655610648
890	0.3655040741
891	0.3654647301
892	0.3654388417
893	0.3654216445
894	0.3653841956
895	0.365264854
896	0.3650700911
897	0.3649837108
898	0.3649048726
899	0.3647791771
900	0.3647093163
901	0.3646980807
902	0.3645128872
903	0.3644794261
904	0.3644711596
905	0.3642512511
906	0.3639663513
907	0.3637154011
908	0.3636917721
909	0.3632824827
910	0.3632459423
911	0.3630946171
912	0.3630242086
913	0.3629658871
914	0.3628511035
915	0.3627956469
916	0.3627346258
917	0.362717896
918	0.3626643553
919	0.3625982338
920	0.3625684417
921	0.3625617143
922	0.3625563733
923	0.3625415698
924	0.3625203997
925	0.3624890793
926	0.3623428402
927	0.3623170788
928	0.3621690184
929	0.3621301984
930	0.3620483333
931	0.3618497123
932	0.3618350886
933	0.3618252893
934	0.361584005
935	0.3615231251
936	0.3614858579
937	0.3613367743
938	0.3612177323
939	0.3610882109
940	0.3609568358
941	0.360875004
942	0.3607931094
943	0.3606766666
944	0.3606598373
945	0.3606015673
946	0.3605803387
947	0.3605793233
948	0.3605396638
949	0.3605233516
950	0.3605029998
951	0.3605014993
952	0.3604974331
953	0.3603014617
954	0.3602301433
955	0.3600847901
956	0.3600648657
957	0.3599292582
958	0.359889418
959	0.3598075695
960	0.3597525922
961	0.359742207
962	0.3596040751
963	0.3593898667
964	0.3593624014
965	0.3593508425
966	0.359268805
967	0.3591787225
968	0.3591654216
969	0.3590940268
970	0.359044244
971	0.3589473454
972	0.3586139205
973	0.3582184518
974	0.3581970501
975	0.3580539639
976	0.3579155484
977	0.3577975756
978	0.3576267935
979	0.3575867513
980	0.3575709582
981	0.3574680461
982	0.3573352508
983	0.3570608037
984	0.3570458875
985	0.356976518
986	0.3569730502
987	0.3568673142
988	0.3568449429
989	0.3568322591
990	0.3567176451
991	0.3566503641
992	0.3566338808
993	0.3564948317
994	0.3564654247
995	0.3563190848
996	0.3562943484
997	0.3561748718
998	0.3559311786
999	0.3558636324
